logic1_name logic2_name relation
LM(1,1) LM(1,2) embeds
LM(1,1) LM(1,3) embeds
LM(1,1) LM(1,4) embeds
LM(1,1) LM(1,5) embeds
LM(1,1) LM(1,6) embeds
LM(1,1) LM(1,7) embeds
LM(1,1) LM(1,8) embeds
LM(1,1) LM(1,9) embeds
LM(1,1) LM(2,1) embeds
LM(1,1) LM(2,2) non-comparable
LM(1,1) LM(2,3) non-comparable
LM(1,1) LM(2,4) non-comparable
LM(1,1) LM(2,5) embeds
LM(1,1) LM(2,6) embeds
LM(1,1) LM(2,7) embeds
LM(1,1) LM(2,8) non-comparable
LM(1,1) LM(2,9) embeds
LM(1,1) LM(3,1) embeds
LM(1,1) LM(3,2) non-comparable
LM(1,1) LM(3,3) non-comparable
LM(1,1) LM(3,4) embeds
LM(1,1) LM(3,5) embeds
LM(1,1) LM(3,6) non-comparable
LM(1,1) LM(3,7) non-comparable
LM(1,1) LM(3,8) non-comparable
LM(1,1) LM(3,9) embeds
LM(1,1) LM(4,1) embeds
LM(1,1) LM(4,2) non-comparable
LM(1,1) LM(4,3) embeds
LM(1,1) LM(4,4) non-comparable
LM(1,1) LM(4,5) embeds
LM(1,1) LM(4,6) non-comparable
LM(1,1) LM(4,7) embeds
LM(1,1) LM(4,8) embeds
LM(1,1) LM(4,9) embeds
LM(1,1) LM(1,10) embeds
LM(1,1) LM(1,11) embeds
LM(1,1) LM(1,12) embeds
LM(1,1) LM(1,13) embeds
LM(1,1) LM(1,14) embeds
LM(1,1) LM(1,15) embeds
LM(1,1) LM(1,16) embeds
LM(1,1) LM(2,10) non-comparable
LM(1,1) LM(2,11) embeds
LM(1,1) LM(2,12) non-comparable
LM(1,1) LM(2,13) embeds
LM(1,1) LM(2,14) embeds
LM(1,1) LM(2,15) non-comparable
LM(1,1) LM(2,16) embeds
LM(1,1) LM(3,10) embeds
LM(1,1) LM(3,11) embeds
LM(1,1) LM(3,12) non-comparable
LM(1,1) LM(3,13) embeds
LM(1,1) LM(3,14) embeds
LM(1,1) LM(3,15) embeds
LM(1,1) LM(3,16) embeds
LM(1,1) LM(4,10) non-comparable
LM(1,1) LM(4,11) embeds
LM(1,1) LM(4,12) embeds
LM(1,1) LM(4,13) embeds
LM(1,1) LM(4,14) embeds
LM(1,1) LM(4,15) non-comparable
LM(1,1) LM(4,16) non-comparable
LM(1,2) LM(1,1) embedded
LM(1,2) LM(1,3) non-comparable
LM(1,2) LM(1,4) non-comparable
LM(1,2) LM(1,5) embeds
LM(1,2) LM(1,6) embeds
LM(1,2) LM(1,7) non-comparable
LM(1,2) LM(1,8) embeds
LM(1,2) LM(1,9) non-comparable
LM(1,2) LM(2,1) equivalent
LM(1,2) LM(2,2) embedded
LM(1,2) LM(2,3) non-comparable
LM(1,2) LM(2,4) non-comparable
LM(1,2) LM(2,5) embeds
LM(1,2) LM(2,6) embeds
LM(1,2) LM(2,7) embeds
LM(1,2) LM(2,8) non-comparable
LM(1,2) LM(2,9) embeds
LM(1,2) LM(3,1) non-comparable
LM(1,2) LM(3,2) non-comparable
LM(1,2) LM(3,3) non-comparable
LM(1,2) LM(3,4) embeds
LM(1,2) LM(3,5) embeds
LM(1,2) LM(3,6) non-comparable
LM(1,2) LM(3,7) non-comparable
LM(1,2) LM(3,8) non-comparable
LM(1,2) LM(3,9) non-comparable
LM(1,2) LM(4,1) non-comparable
LM(1,2) LM(4,2) non-comparable
LM(1,2) LM(4,3) embeds
LM(1,2) LM(4,4) non-comparable
LM(1,2) LM(4,5) embeds
LM(1,2) LM(4,6) non-comparable
LM(1,2) LM(4,7) embeds
LM(1,2) LM(4,8) embeds
LM(1,2) LM(4,9) embeds
LM(1,2) LM(1,10) embeds
LM(1,2) LM(1,11) non-comparable
LM(1,2) LM(1,12) embeds
LM(1,2) LM(1,13) embeds
LM(1,2) LM(1,14) embeds
LM(1,2) LM(1,15) embeds
LM(1,2) LM(1,16) non-comparable
